paragraph,txt,chapter,type
462,"Hoger dan in dit coalitieakkoord verwachte inflatie zal leiden tot hogere nominale uitgaven dan verwacht, maar ook tot hogere nominale inkomsten dan verwacht. Daarmee vormt een hogere inflatie geen directe bedreiging voor de gezondheid van de overheidsfinanciën. Wanneer de hogere inflatie gepaard zou gaan met een hogere reële rente, zal dit leiden tot tegenvallers. De gemiddelde looptijd op de staatsschuld van ca. 8 jaar vormt hiertegen een bescherming in de tijd. Ten slotte, hogere inflatie kan wanneer de lonen niet (volledig) mee stijgen, leiden tot koopkrachtverlies. De coalitie zal dit elk jaar bij de koopkrachtbesluitvorming op het hoofdbesluitvormingsmoment betrekken.",Bijlage: financiën,txt
463,"Financieel overzicht Dit kabinet kiest ervoor om grote maatschappelijke uitdagingen aan te pakken op het gebied van stikstof, klimaat, (achterstallig) onderhoud en woningbouw. Daarnaast investeert de coalitie in een kansrijke start (onderwijs en kinderopvang), bestaanszekerheid en middeninkomens. Ook trekt de coalitie extra geld uit voor een sterke en dienstbare overheid, waarbij de burger centraal staat. De coalitie besteedt extra middelen aan pandemische paraatheid. Tegelijk, met het oog op de lange termijn gezondheid van de overheidsfinanciën, neemt de coalitie maatregelen om de sterk groeiende zorguitgaven af te vlakken.",Bijlage: financiën,txt
464,"De coalitie investeert verder in veiligheid, zowel nationaal als internationaal. Met de extra intensiveringen in defensie brengen we de defensie-uitgaven op het EU-NAVO-gemiddelde. Deze coalitie gebruikt daarnaast de middelen uit het Europees herstelfonds ter financiering van de plannen uit onder meer dit coalitieakkoord. De coalitie verhoogt de lasten gericht op het bevorderen van een gezonde leefstijl, vergroening en het tegengaan van belastingontwijking en verlaagt die gericht, met name voor lage- en middeninkomens, werkenden en gezinnen.",Bijlage: financiën,txt
465,in mln. + is saldoverslechterend 2022 2023 2024 2025 Struc,Bijlage: financiën,tables
466,I. Democratische rechtsorde 1.803 5.014 6.071 6.138 2.011 a. Overheid op orde 722 1.224 1.294 1.294 681 b. Medeoverheden 1.050 3.749 4.731 4.814 1.300 c. Caribisch Nederland 31 41 46 30 II. Duurzaam land 405 4.167 7.258 9.724 3.265 d. Stikstoffonds (25 mld. t/m 2035 w.v. 20 mld. t/m 2030) 700 1.300 1.500 e1. Klimaat- en transitiefonds (35 mld. t/m 2030) 800 1.980 3.310 e2. Klimaatuitgaven overig 12 78 94 f. Afschaffen verhuurderheffing 470 900 1.420 1.710 g. Infrastructuur (w.o. water) 405 2.185 3.000 3.400 1.500,Bijlage: financiën,tables
467,III. Veiligheid en sterke samenleving 220 640 960 1.100 1.000 h. Veiligheid 220 640 960 1.100 1.000,Bijlage: financiën,tables
468,"IV. Bestaanszekerheid en kansengelijkheid 2.450 7.069 9.970 11.713 12.237 i. Onderwijs, cultuur en wetenschap 2.250 2.770 4.300 4.200 3.700 j. Invoering studiebeurs (afschaffen leenstelsel) 5 590 610 180 1.000 k. Kinderopvang werkenden (afschaffen Kinderopvangtoeslag) 19 59 224 1.716 2.249 l. Verhogen WML (en vereenvoudiging huurtoeslag) 900 1.400 1.400 m. Lastenverlichting middeninkomens 3.000 3.000 3.000 3.000 n. Arbeidsmarkt (w.o. armoede en schulden) 176 650 936 1.217 888",Bijlage: financiën,tables
469,V. Welvarend land 50 250 300 300 o. Regiodeals 50 250 300 300 VI. Gezondheid 785 1.495 1.226 42 -4.519 p1. Zorg 545 1.195 866 -268 -4.819 p2. Intensivering pandemische paraatheid 240 300 360 310 300,Bijlage: financiën,tables
470,VII. Internationaal 821 2.233 4.444 4.756 3.556 q. Defensie 500 1.900 4.100 4.200 3.000 r. Ontwikkelingssamenwerking en internationaal 321 333 344 556 556,Bijlage: financiën,tables
471,Overig 8 -3.595 -3.970 -4.241 -4.240 s. Inzet Europees herstelfonds (RRF) -1.500 -1.500 -1.500 t. Lasten 8 -2.095 -2.470 -2.741 -4.240,Bijlage: financiën,tables
472,"Totaal 6.541 17.273 26.259 29.532 13.310 EMU-saldo -3,2% -2,3% -2,4% -2,5% EMU-schuld 58,6% 59,0% 59,6% 60,4% Onderliggend saldo (doel coalitie) -1,75%",Bijlage: financiën,tables
473,"1 Voor de kabinetsperiode is gerekend met een inverdieneffect van 42%. 2 Met een saldo van -1,75% stabiliseert de schuld op 60% van het bbp. Veronderstellingen daarbij zijn een rente van 0% en een nominale groei van het bbp van 3%.",Bijlage: financiën,txt
474,Toelichting,Bijlage: financiën,txt
475,"Hieronder volgt de tabel die de inspanning van de coalitie voor het klimaat inzichtelijk maakt. Onderstaande tabel geeft een overzicht van de klimaatmaatregelen uit het Coalitieakkoord. Dit is een indicatieve eerste inschatting van het mogelijke CO2-effect, een doorrekening van het PBL is nodig. De waardes in de tabel geven een bandbreedte weer van het mogelijke effect. Een verdere invulling van de maatregelen is nodig. Het klimaatpakket zal in samenhang moeten worden doorgerekend door PBL voor een goede inschatting van de totale CO2-effecten. De uitgaven en lasten van de andere prioriteiten van het nieuwe kabinet, zoals daar zijn stikstof, infrastructuur, onderwijs, veiligheid en defensie zijn gedetailleerd terug te vinden in de budgettaire bijlage.",Bijlage: financiën,txt
476,"Ook de verdeling over sectoren is indicatief. Het is aan het kabinet om te komen tot een integraal pakket dat tot voldoende reductie leidt en oog heeft voor weglekeffecten, uitvoerbaarheid, kosteneffectiviteit en het verdienvermogen van Nederland.",Bijlage: financiën,txt
477,"Bandbreedte Mton (laag- Cum Maatregel hoog) 2022 2023 2024 2025 Struc (2030) (indicatief, 2030) Elektriciteitssector 0,5 2,0 100 300 400 0 6.000 Uitgaven 1. Subsidieregeling CO2-vrije gascentrales (F) 0,5 2,0 50 100 150 0 1.000 2. Bouw kerncentrales (cumulatief 5 mld) (F) 50 200 250 0 5.000",Bijlage: financiën,tables
478,"Industrie 5 6 -26 -61 -138 -128 -864 Uitgaven 3. Toezicht en handhaving energiebesparingsplicht 0,1 0,5 0 0 0 14 56",Bijlage: financiën,tables
479,"4. Stimuleringsprogramma ontwikkeling en opschaling recycling 0,1 0,1 7 8 9 7 5a. Verplicht percentage recyclaat in bouwmaterialen 0,15 0,3 3 4 4 3 5b. Circulaire ketenprojecten 0,01 0,01 2 2 2 2 6. CCS 0 0 0 0 0 0Inkomsten 7. Aanscherpen CO2-heffing industrie 4,0 4,0 0 0 0 0 Oplopende CO2 minimumprijs (een bodemprijs; geen vlakke 7a. 0,0 0,0 0 0 0 0 heffing) 8a. Tariefstructuur energiebelasting EB (Fit for 55) (gas en elektra) 0,5 0,5 -250 -500 -500 -500 -3.750 8b. Verlagen tarief ODE 2e en 3e schijf (elektra) 0,0 0,0 288 500 500 500 3.788 8c Gebruik envelop motie Hermans (75 mln) 0,0 0,0 -75 -75 -75 -75 -600 Afschaffen vrijstellingen EB – mineralogische en metallurgische 9. 0,1 0,5 -78 -79 -473 procedés",Bijlage: financiën,tables
480,"3 De afzonderlijke CO2-besparing van de individuele maatregelen kunnen niet zonder meer bij elkaar worden opgeteld, ook omdat de maatregelen op elkaar inwerken. Een doorrekening door PBL van het pakket in samenhang is nodig om een goede inschatting te kunnen krijgen van het totale CO2-effect.",Bijlage: financiën,txt
481,"Gebouwde omgeving 7 7 247 635 1.254 637 11.120 Uitgaven 10. Stimulering hybride warmtepompen (150.000 p/j) (F) 0,9 0,9 0 0 150 0 900 11. Nationaal isolatieprogramma (F) 0 0 0 180 360 0 3.350 12. Sneller naar isolatienorm huur (koppeling afsc. VHH) 1,0 1,0 0 0 0 0 13. Verduurzaming maatschappelijk vastgoed (F) 1,0 1,0 0 100 330 0 2.750 14. Energieprestatie-eisen nieuwbouw industrie 0,1 0,1 0 50 50 0 500 Inkomsten 15. Schuif energiebelasting 1e schijf (van elektriciteit) 1,3 1,3 247 305 364 637 3.620 15a L w.v. 1e schijf gas (+5,23 ct) -227 -275 -320 -493 -3.043 15b L w.v. 1e schijf elektriciteit (-5,23 ct) 474 580 684 1.130 6.663 16a Bijmengverplichting groen gas (20%) 2,88 2,9 0 0 0 0 16b Compensatie energierekening groen gas 0 0 225 225 225 225 1.800 16c Gebruik envelop motie Hermans (225 mln) 0 0 -225 -225 -225 -225 -1.800",Bijlage: financiën,tables
482,"Landbouw en landgebruik 6 6 0 0 -145 -133 -836 Uitgaven 17 Stikstofpakket (kosten lopen elders mee) 5,0 5,0 0 0 0 0 Inkomsten 18a L w.v. beperken inputvrijstelling WKK -100 -100 -600 1,0 1,0 18b L w.v. afschaffen verlaagd tarief glastuinbouw -45 -33 -236",Bijlage: financiën,tables
483,"Mobiliteit 3 4 -400 -603 -722 -512 -5.097 Uitgaven 19 Vergroening personenvervoer en reisgedrag 0,3 0,5 14 29 29 265 Inkomsten 20 L w.v. MRB++ EV/Fossiel (km-stand) 2,5 2,5 0 21 Vrijstelling bpm bestelauto naar 0% in 2026 0,7 0,7 -217 -351 -141 -2162 Verhogen onbelaste reiskostenvergoeding (budgettaire reeks 22 -0,2 -0,2 loopt mee met lastentabel) 23 Verhogen vliegbelasting (400 mln taakstellend) 0 0 -400 -400 -400 -400 -3200",Bijlage: financiën,tables
484,"Infrastructuur, innovatie en maatwerk 0 0 750 1.450 2.150 80 22.580 Uitgaven 22 mld voor 1) Subsidie vroege fase opschaling; 2) Investering infrastructuur (waterstof, warmte, laadinfra etc); 3) Bindende 24 700 1.400 2.070 0 22.000 maatwerkafspraken industrie (groene industriepolitiek); incl stimuleren innovatie mkb (F) Inkomsten 25 Verhogen budget EIA 0,2 0,2 50 50 50 50 400 26 Verhogen budget MIA/VAMIL 0,3 0,3 30 30 180",Bijlage: financiën,tables
485,"Overig 3,0 6,0 300 500 800 0 5.600 27 Doorwerking Fit-for-55 (EU) 1,0 2,0",Bijlage: financiën,tables
486,"Doorwerking klimaatakkoord + augustusbesluitvorming 2,0 4,0 28 Uitvoeringskosten medeoverheden en planbureaus 300 500 800 5.600 29 30 Loslaten koppeling SDE en ODE 0,0 0,0 0 0 0 0 Totaal 25,4 31,0 971 2.221 3.599 -56 38.504",Bijlage: financiën,tables
